product_category_name,agro_industria_e_comercio,alimentos,alimentos_bebidas,artes,artes_e_artesanato,artigos_de_festas,artigos_de_natal,audio,automotivo,bebes,bebidas,beleza_saude,brinquedos,cama_mesa_banho,casa_conforto,casa_conforto_2,casa_construcao,cds_dvds_musicais,cine_foto,climatizacao,consoles_games,construcao_ferramentas_construcao,construcao_ferramentas_ferramentas,construcao_ferramentas_iluminacao,construcao_ferramentas_jardim,construcao_ferramentas_seguranca,cool_stuff,dvds_blu_ray,eletrodomesticos,eletrodomesticos_2,eletronicos,eletroportateis,esporte_lazer,fashion_bolsas_e_acessorios,fashion_calcados,fashion_esporte,fashion_roupa_feminina,fashion_roupa_infanto_juvenil,fashion_roupa_masculina,fashion_underwear_e_moda_praia,ferramentas_jardim,flores,fraldas_higiene,industria_comercio_e_negocios,informatica_acessorios,instrumentos_musicais,la_cuisine,livros_importados,livros_interesse_geral,livros_tecnicos,malas_acessorios,market_place,moveis_colchao_e_estofado,moveis_cozinha_area_de_servico_jantar_e_jardim,moveis_decoracao,moveis_escritorio,moveis_quarto,moveis_sala,musica,papelaria,pc_gamer,pcs,perfumaria,pet_shop,portateis_casa_forno_e_cafe,portateis_cozinha_e_preparadores_de_alimentos,relogios_presentes,seguros_e_servicos,sinalizacao_e_seguranca,tablets_impressao_imagem,telefonia,telefonia_fixa,utilidades_domesticas
agro_industria_e_comercio,1.0,-0.0014461194569769715,-0.0010383569591933543,-0.0010476129063197157,-0.00034857131550759807,-0.0004504603583600753,-0.0007724597097202336,-0.0014241295842669461,-0.004486549888479433,-0.003908957939822882,-0.0010811955693597877,-0.006860944097905733,-0.0046368374749843075,-0.0062703884780383225,-0.001234561359655658,-0.0003522943160945429,-0.0014535221685076482,-0.0002624905264469519,-0.0005959190302395986,-0.001133614972217877,-0.0024109882349583394,-0.001815844798859465,-0.000759632754054086,-0.0010502404874538037,-0.000991437885919299,-0.000892451864455837,-0.004386869225915241,-0.000517820643046491,-0.00010438365867793554,-0.0008708277961495406,-0.0035785222176175843,-0.0018486170237278848,-0.006300001852394354,-0.0030427587456493795,-0.001110459917837922,-0.0003682500241517195,-0.0004166406278178343,-0.00022498842613722872,-0.0007312400572962804,-0.0007491277020273354,-0.0036209702413045335,-0.00040999638892865635,-0.00025942860257290414,-0.0011357489380328153,-0.0055332741325176535,-0.0016764649580138192,-0.0002713514945675023,-0.0005258330671953388,-0.001689463601006892,-0.001254179579974269,-0.0023036124154005044,-0.0011730166768215758,-0.00046597403110276465,-0.001026659483241808,-0.0034772191502545234,-0.001969494840785166,-0.0005248799261154099,-0.0013676221887579114,-0.0004797492447362977,-0.003490646082908033,-0.00021259311155807388,-0.0009414654100607352,-0.004092607311565688,-0.002954846249215069,-0.0006692762277601393,-0.00028939702614601926,-0.0055443344472843135,-0.00011249062681461779,-0.0007741003663242822,-0.0006755970168975108,-0.004534471568939575,-0.0009696299651224977,-0.0032770035220478604
alimentos,-0.0014461194569769715,1.0,-0.002521917385220207,-0.0025443978374076978,-0.0008465952414385565,-0.0010940590314754103,-0.0018761174123001385,-0.0018303538687978564,-0.010896742265014437,-0.00949391141384763,-0.0014088180778696726,-0.014571414652934253,-0.011261754387131053,-0.014768337902567517,-0.0029984503194888244,-0.0008556375075131176,-0.003530253054219522,-0.0006375258683838738,-0.0014473428903604556,-0.002753276010980941,-0.005855706066655858,-0.004410246906480909,-0.0018449638458820205,-0.0025507795951302784,-0.002407962328107551,-0.0021675492734135066,-0.01065464209544834,-0.001257660836731275,-0.004859411704405156,-0.002115029652566353,-0.007051650739711172,-0.0044898426976164125,-0.012852817437658476,-0.007390123513637654,-0.0026970379960290984,-0.0008943900551670031,-0.0010119191029442892,-0.000546442356190895,-0.0017760048670521836,-0.001819449620639579,-0.008794459094303316,-0.000995781857059957,-0.0006300891974184591,-0.0027584588967318434,-0.01314148083379698,-0.0040717270548386595,-0.0006590470122980795,-0.0012771210730015002,-0.004103297608161605,-0.0030460982217353095,-0.0047342105378168015,-0.0028489732015930945,-0.0011317379824873953,-0.002493507051274637,-0.012303419687952179,-0.004783425617849227,-0.001274806124333072,-0.0033216228231579396,-0.0011651946376770674,-0.008477933300486065,-0.0005163371413553926,-0.0022865912961763167,-0.007442223703571142,-0.005910348218534781,-0.001625509743406672,-0.0007028752347705645,-0.012300286497478805,-0.00027321246795369353,-0.001880102169542108,-0.001640861408239013,-0.01101313241197845,-0.0008002420599813881,-0.012347640763534543
alimentos_bebidas,-0.0010383569591933543,-0.002521917385220207,1.0,-0.0018269536369780405,-0.0006078806673449754,-0.0007855670592218063,-0.0013471083332202757,-0.0024835687951236494,-0.006078709111852617,-0.006816911935575243,-0.0018855191319336543,-0.010793157003282278,-0.008086275987911057,-0.010633881853457906,0.0037508613483791236,-0.0006143732844383333,-0.0025348271257101596,-0.00045776261352987985,0.045318240518884556,-0.001976934403855253,-0.0030549931170712687,-0.003166688993092167,-0.0013247391421151754,-0.001831535929617266,-0.0017289888665855376,-0.0015563651132586087,-0.0076503512307692645,-0.0009030380414456211,-0.003489202732534096,-0.001518654456965474,-0.00624065830140501,-0.0032238411482958013,-0.008186987879092618,-0.004503020645064345,-0.001936553829543227,-0.0006421987710181238,-0.0007265881373862406,-0.00039236193152047586,-0.0012752245358208293,-0.0013064191663959754,-0.00586512788298301,-0.0007150011128943314,-0.00045242286167679135,-0.0019806558706138774,-0.00926079700324607,-0.0029236216295476947,-0.00047321543760005014,-0.0009170110722773566,-0.0029462902297039445,-0.0021871894964592426,-0.0017676663096378373,-0.002045647844759431,-0.0008126216713492022,-0.001790412532655669,-0.009211165387887474,-0.003434642453024332,-0.0009153488699963243,-0.002385024388961289,-0.0008366445489752044,-0.005329953181372156,-0.0003707454881612315,-0.0016418408408520988,-0.007137181842150822,-0.005153016986664584,-0.0011671645424308884,-0.0005046854102871701,-0.009161136589125932,-0.00019617471161832893,-0.0013499695079268105,-0.0011781874962656902,-0.00790775798453122,-0.0016909575861628744,-0.006903326354913504
artes,-0.0010476129063197157,-0.0025443978374076978,-0.0018269536369780405,1.0,-0.0006132993350452039,-0.0007925696290991554,0.002408853321176931,-0.002505707406753228,-0.007893931430486698,-0.00687767810647853,-0.0019023267097482025,-0.01207159701853373,-0.008158357310553057,-0.011032534557400305,-0.002172168584344717,-0.0006198498275348623,-0.002557422655737025,-0.00046184312409972207,-0.0010484991986632948,-0.001994556860325897,-0.004242051527241865,-0.003194916960002962,-0.001336547909174613,-0.0018478622994407838,-0.0017444011286111452,-0.0015702386016289587,-0.006886645546341782,-0.0009110877514135782,-0.003520305597227711,-0.0015321917913402134,-0.00629628772899262,-0.003252578571345037,-0.011084638279057594,-0.004284106547397903,-0.001953816332283679,-0.0006479233513915121,-0.0007330649672690254,-0.00039585945832029006,-0.0012865919280969612,-0.0013180646286062169,-0.0003855888296074728,-0.0007213746556704052,-0.0004564557735279394,-0.001998311500358172,-0.009735607019625638,-0.002949682886209943,-0.0004774336951376232,-0.0009251853382888117,-0.0029725535549926466,-0.0022066861735464023,-0.0040531274368048225,-0.0020638828150388246,-0.0008198654069038739,-0.0018063723272041111,-0.0038127476812212587,-0.003465258965642412,-0.0009235083190835251,-0.002406284572604209,-0.0008441024252289642,-0.005133197120634794,-0.0003740503252939554,-0.0016564762625905537,-0.006331615643087086,-0.005198951144805069,-0.0011775686844717119,-0.0005091841921672501,-0.00975506726603709,-0.00019792341926861732,-0.0013620031792735937,-0.0011886898972693378,-0.007978247991984743,-0.0017060308361390877,-0.008422393179261117
artes_e_artesanato,-0.00034857131550759807,-0.0008465952414385565,-0.0006078806673449754,-0.0006132993350452039,1.0,-0.0002637109915121176,-0.00045221763063699384,-0.000833721808675899,-0.002626540821187422,-0.0022884037517588284,-0.0006329594831660094,-0.0040165717963613805,-0.00022351033913726193,-1.847376343091899e-05,-0.000722743731374235,-0.00020624208474102795,-0.0008509289777183701,-0.00015366865409393042,-0.0003488662107749845,-0.000663647139572689,-0.0014114540517607113,-0.0010630418935922467,-0.000444708403389742,-0.0006148375881085261,-0.000580413044269389,-0.0005224641007463689,-0.002568185217033721,-0.00030314542149805185,-0.0011713081669881282,-0.0005098048192185904,-0.0020949582458079743,-0.0010822275905214792,-0.003688181888127413,-0.0017813086342793123,-0.0006500915797199355,-0.00021558296349749733,-0.0002439120580245274,-0.00013171396735419598,-0.00042808659400131016,-0.00043855847779818315,-0.0003025539102151421,-0.00024002235098861472,-0.0001518761257043122,-0.0006648964176289444,-0.003239319910650581,-0.0009814453771751037,-0.0001588560910025542,-0.00030783609910706107,-0.0009890551145657343,-0.0007342287382919492,-0.001348593506288707,-0.0006867139031523746,-0.00027279309151279486,-0.0006010326663519458,0.0010677865170438513,-0.001152992549959889,-0.00030727810599053077,-0.0008006409370278623,-0.0002808574531778584,-0.0020435133135638483,-0.00012445743381665287,-0.0005511578813845624,-0.002395916781516179,-0.0017298424149533745,-0.00039181138660159627,-0.0001694204057898881,-0.0032457949012227863,-6.585488419247036e-05,-0.00045317811288976686,-0.0003955117378969395,-0.0026545953961007638,-0.0005676461308009545,-0.0029762640725116253
artigos_de_festas,-0.0004504603583600753,-0.0010940590314754103,-0.0007855670592218063,-0.0007925696290991554,-0.0002637109915121176,1.0,-0.0005844029812287975,-0.0010774226334770703,-0.0033942911161135817,-0.0029573149832731052,-0.0008179765314284959,-0.005190634714543763,-0.0018284357250042905,-0.003102119737109638,-0.000934005139703603,-0.0002665276208000226,-0.001099659539350819,-0.000198586727915523,-0.00045084145290777834,-0.0008576343348310695,-0.0018240287415475878,-0.0013737740629690303,-0.000574698771368961,-0.0007945575208025766,-0.0007500705201106953,-0.0006751828265322606,-0.0033188778930802088,-0.0003917562608511717,-0.0015136870797392162,-0.0006588231771868262,-0.0027073244417195807,-0.0013985678297812809,-0.004766254884179756,-0.002301993566449582,-0.0008401164207704771,-0.00027859888256150035,-0.0003152087053005889,-0.00017021458248507669,-0.0005532183285425084,-0.0005667511934627751,-0.002739438416439258,-0.00031018201851552656,-0.00019627023500621524,-0.0008592487827671923,-0.00418618842938832,-0.0012683264991823536,-0.00020529047714808716,-0.00039781804569318934,-0.001278160598775488,-0.0009488472684208942,-0.0017427937615585106,-0.0008874436224174056,-0.0003525318013677086,-0.0007767173551752361,-0.0039959908052863025,-0.0014900177212950243,-0.00039709694855164564,-0.0010346720667078462,-0.0003629534140592285,-0.002640841912654457,-0.00016083692990051575,-0.0007122639348562921,-0.003096254579729404,-0.002235483527988068,-0.0005063397065851391,-0.00021894279107415707,-0.0041945560903052645,-8.510457806863188e-05,-0.0005856442169832442,-0.000511121688051774,-0.003430546175858467,-0.0007335717774996864,-0.0038462401265734773
artigos_de_natal,-0.0007724597097202336,-0.0018761174123001385,-0.0013471083332202757,0.002408853321176931,-0.00045221763063699384,-0.0005844029812287975,1.0,0.0011044127554653985,-0.00420655324635626,-0.005071271269789254,-0.001402684836298411,-0.008359240571810454,-0.006015582933244875,-0.007299362022330944,-0.0016016533435244688,-0.0004570476508635144,-7.986539140711993e-05,-0.0003405410561727995,-0.0007731132193537234,-0.0014706909432420218,-0.003127886141516895,-0.002355779136183185,-0.0009855065775918681,-0.0013625253820549754,-0.0012862380573148474,-0.0011578189301494287,-0.005691287604571768,-0.0006717925826811181,-0.0025957051725470134,-0.0011297650298450759,-0.00464258178007638,-0.0023982960537302805,-0.008173282722789844,-0.0028332735649735357,-0.001440650824152694,-0.00047774772620461184,-0.0005405270862994672,-0.00029188785325138486,-0.0009486714236822218,-0.0009718778894987712,-0.004697651557315529,-0.0005319072090055327,-0.000336568681229959,-0.0014734594354321915,-0.007178571519082855,-0.0021749552456860814,-0.00035203679845093657,-0.0006821874697617544,-0.002191818984250595,-0.0016271049647999605,-0.0029885825426609136,-0.0015218085903524778,-0.0006045295837863229,-0.0013319326586197144,-0.005425003149954314,-0.0025551164161475674,-0.000680950915915682,-0.001774279288891155,-0.0006224008032290546,-0.004528576020968013,-0.00027580684044107277,-0.0012214064615281184,-0.005309528062769002,-0.003833458205735655,-0.0008682828921783697,-0.00037544809815049415,-0.006488651888501641,-0.00014593927401311874,-0.0010042760776933907,-0.0008764831432038715,-0.005882778926058724,-0.001257945636702202,-0.006595620405985499
audio,-0.0014241295842669461,-0.0018303538687978564,-0.0024835687951236494,-0.002505707406753228,-0.000833721808675899,-0.0010774226334770703,0.0011044127554653985,1.0,-0.01073104504394082,-0.009349545813548691,-0.0025860312811636695,-0.01600276095794159,-0.01109050674623255,-0.014997675914318963,-0.0029528555101978283,-0.000842626576925496,-0.003476571586259222,-0.0006278315705667317,-0.0014253344139699283,-0.0027114093527841002,-0.005766663470339358,-0.00434318414231891,-0.0018169090956815528,-0.0025119921226724523,-0.0023713465528130617,-0.0021345892489943053,-0.008537376836275633,-0.0012385366892905762,-0.004785518884341166,-0.0020828682480478733,-0.007814136613539462,-0.004421569589933519,-0.013816939094701977,-0.006439834131281568,-0.0026560265000972506,-0.000880789848509563,-0.0009965317349372902,-0.0005381330856129705,-0.0017489987156789819,-0.0017917828429282702,-0.008660729453156357,-0.0009806398740252345,-0.0006205079825469339,-0.0027165134269283254,-0.012829084957382813,-0.004009811865734528,-0.0006490254612841354,-0.0012577010107824897,-0.004040902353288751,-0.0029997788725037943,-0.005509839232351076,-0.0028056513599879194,-0.0011145286336635917,-0.002455590472257266,-0.012275509357156954,-0.0047106882516884906,-0.001255421263512082,-0.0032711138124952898,-0.0011474765427843538,-0.008349016790012218,-0.0005084856544266523,-0.0022518211039213192,-0.00910784161574234,-0.006204420167153501,-0.001600792039641643,-0.0006921872263428669,-0.006905703090743082,-0.00026905796511224133,-0.0018515131016123318,-0.001615910265145067,-0.01027672707952962,-0.0023191858087664957,-0.012159880999049685
automotivo,-0.004486549888479433,-0.010896742265014437,-0.006078709111852617,-0.007893931430486698,-0.002626540821187422,-0.0033942911161135817,-0.00420655324635626,-0.01073104504394082,1.0,-0.023908925688926615,-0.006786219741018255,-0.0506958770504056,-0.03370924107247317,-0.041236523149518804,-0.009302618038648094,-0.0008142966670863884,-0.009467488527914349,-0.0019779082564034835,-0.004490345560326522,-0.008541970803603265,-0.016200299673865198,-0.012445874004991952,-0.0010377799670478708,-0.007913730676158024,-0.0022282029975596042,-0.0038198370507708393,-0.03109581273146435,-0.003901861675090952,-0.014253872355615942,-0.00656182724467937,-0.025538923031821776,-0.01392962604651708,-0.045988844105414095,-0.021553246127873987,-0.008367493751591196,-0.0007870553131531381,-0.0031394540171360017,-0.0016953239100687453,-0.0055100112233252545,-0.005644797498015098,-0.024336094736427092,-0.0030893886104551324,-0.0019548361684583247,-0.008558050578600866,-0.040696294048738424,-0.011876219593442535,-0.0020446770737113213,-0.003962236577348669,-0.012730379456189553,-0.00945044447821274,-0.016716578821800804,-0.008838868973251288,-0.0035111891307591,-0.007178146714175799,-0.037843381599447105,-0.014302328255106573,-0.001915124278508109,-0.01030525274721305,-0.0036149875769289014,-0.025654589876865162,-0.0016019232247995272,-0.0070940930055001785,-0.03009379970965722,-0.02061362483699936,-0.005043103820239701,-0.0021806530511435528,-0.040184784967310275,-0.0008476349320347783,-0.005209314218459574,-0.0025757054292134558,-0.03214597591904224,-0.007306317449363732,-0.03763664762999131
bebes,-0.003908957939822882,-0.00949391141384763,-0.006816911935575243,-0.00687767810647853,-0.0022884037517588284,-0.0029573149832731052,-0.005071271269789254,-0.009349545813548691,-0.023908925688926615,1.0,-0.007098151474985731,-0.04318126276024732,-0.01135192737412197,-0.03132334594579719,-0.007602577478126041,-0.002312845603775733,-0.009542510917267521,-0.0017232752059578712,-0.00391226496236191,-0.006716652844076868,-0.015437035598642035,-0.011921193355427405,-0.0049870610890768614,-0.005597644032240308,-0.006508883768791108,-0.004992084236919864,-0.018590571668890707,-0.0033995416420314417,-0.012644482579534762,-0.0057170670883877435,-0.02349333781703504,-0.012136346120459917,-0.04054320326035817,-0.015874155730648307,-0.004939914857930917,-0.0024175963407285297,-0.002735285244126002,0.003959574564802897,-0.0048006603415325045,-0.00391242755456919,-0.021935598166750683,-0.0026916651855464165,-0.0017031733852708635,-0.00745629951525305,-0.03526766914207604,-0.011006151478713642,0.0014970352871363597,-0.0034521439666266433,-0.010513444439885727,-0.008233807913921592,-0.014740529523854701,-0.0077009657556164285,-0.0008621203159532074,-0.00674011689633175,-0.03082251817769449,-0.012929920455901925,-0.002634158126512413,-0.006975698366787448,-0.0008310566615328629,-0.02240072771723878,-0.0013956939439469756,-0.00618080972439384,-0.026868355224881776,-0.01911718427453386,-0.004393861922743149,-0.0018999189288309837,-0.03570771487979089,-0.000738511635891231,-0.004337546977776664,-0.0029341906710954745,-0.02772681085326165,-0.006365712700062225,-0.02990233008403613
